username,location,following,followers,totaltweets,tweetcreatedts,hashtags,query,text,retweet,party,targeted
rationele,aarde,22,7,869,2020-10-01 20:28:15,[],@F_azarkan,"@Oylesine_Biri77 @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Die dag komt niet. Blijf vooral star volhouden. En een 'almachtige' had gezorgd voor zekerheid. Wereldwijd. Fijne avond, en dank je voor een discussie zonder vijandigheid. Jammer dat je ontwijkend gedrag vertoonde. Typerend wel.",False,DENK,True
maklo000,,313,59,10446,2020-10-01 20:21:18,[],@F_azarkan,@sjalomaanieder @arnonyy @F_azarkan svp massaal dit haat trol account rapporteren.,False,DENK,True
Oylesine_Biri77,"Nijmegen, Nederland",93,122,1049,2020-10-01 20:18:44,[],@F_azarkan,"@rationele @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Ik kan je niet serieus nemen, omdat je denkt dat je voorouders apen waren 😂 Iets wat niet leeft omzetten in iets wat levend is, kan alleen de almachtige Allah. De dag des oordeels zul jij daar ook achterkomen.  Fijne avond",False,DENK,True
rationele,aarde,22,7,869,2020-10-01 20:11:37,[],@F_azarkan,@Oylesine_Biri77 @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Ik heb jouw vraag wel beantwoord. En met de feiten die we inmiddels kennen. Zo kort als hier mogelijk. En het leven is géén test. Jouw kennis lijkt paralel te lopen aan de realiteit. Ook kom je niet meer terug op jouw 'vitaminenpleidooi'. Je bent en blijft afgeleidt door je leer.,False,DENK,True
Oylesine_Biri77,"Nijmegen, Nederland",93,122,1049,2020-10-01 19:57:41,[],@F_azarkan,"@rationele @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Als je een klein beetje logisch nadenkt, weet je wat ik als antwoord zal geven op je vraag. Ik dacht dat jij zo van het analyseren was. Jij beantwoordt mijn vraag niet en kunt dat ook niet😉",False,DENK,True
rationele,aarde,22,7,869,2020-10-01 19:31:30,[],@F_azarkan,@Oylesine_Biri77 @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Je geeft geen antwoord op mijn vraag. En vitamines zijn een gevolg van de evolutie. Een bewezen chronologie van deze planeet die wordt ontkend in  met name religies. De levende wezens zijn ook opgebouwd uit meer dan vitamines.,False,DENK,True
Oylesine_Biri77,"Nijmegen, Nederland",93,122,1049,2020-10-01 19:24:22,[],@F_azarkan,"@rationele @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Meerdere (niet levende) vitaminen bij elkaar, die ervoor zorgen dat er een levend mens tot stand komt die kan praten, zien, horen, lopen etc. Is niet te verklaren met wetenschap😉",False,DENK,True
rationele,aarde,22,7,869,2020-10-01 19:19:34,[],@F_azarkan,"@Oylesine_Biri77 @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Deze vraag is bewijs dat wetenschap werd vervangen door een fictieve doctrine. De vraag is dan ook niet meer waaróm, maar hoe we hier zijn. Volgens bijbelfanatiekelingen is deze planeet dan ook een paar duizend jaar oud. Q: is dit leven een test.",False,DENK,True
Oylesine_Biri77,"Nijmegen, Nederland",93,122,1049,2020-10-01 19:08:26,[],@F_azarkan,"@rationele @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Denk maar eens na over hoe er (onder andere) uit vitaminen, dus niet levende dingen, een levende mens tot stand kan komen.",False,DENK,True
rationele,aarde,22,7,869,2020-10-01 19:05:35,[],@F_azarkan,"@Oylesine_Biri77 @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Aannames zijn de mother of all fuck-ups. Ik analyseerde slechts je reacties. En die wijzen op hetzelfde als de vergelijkbare groep 'gelovigen' van welk oud en achterhaald boek dan ook. Random, werelddeel, cultuur.",False,DENK,True
